Item Name,MRP,Purchase Rate,Quantity,Expiry Date,Batch Number,Discount %,Discount Value,GST %,GST Value,Amount,Billing Date
WALYTE POWDER ORANGE 6.2GM,4.07,3.1,19,10-09-2023,WYNV007A,2,1.18,5,57.72,60.6,01-Apr-21
ATARAX DROP 15ML,57.75,41.25,1,01-10-2022,CT042023,4,1.65,12,39.6,44.36,01-Apr-21
BROZEET-LS SYP 100ml,104.6,74.72,1,01-10-2022,EH0269041,4,2.99,12,71.73,80.33,01-Apr-21
DV 60K CAP,263.7,188.36,1,01-10-2022,DKSG20016,4,7.53,12,180.83,202.53,01-Apr-21
EVION-LC TAB 10 S,47.13,33.67,2,10-05-2022,0353C82602,4,2.69,12,64.65,72.41,01-Apr-21
FOL-123 MF TAB 10 S,171,122.14,1,10-07-2022,FMF20017,4,4.89,12,117.25,131.33,01-Apr-21
GLYCIPHAGE 250mg 10 S,10.5,7.5,2,10-08-2023,20014,4,0.6,12,14.4,16.12,01-Apr-21
HOMIDE DROP 5ML,32.5,24.76,1,11-01-2023,HAM3LB3X,4,0.99,5,23.77,24.95,01-Apr-21
LULIMAC LOTION 15ML,239,170.71,1,10-01-2022,EH823,4,6.83,12,163.88,183.54,01-Apr-21
M2 TONE SYP 200ML,117,83.57,1,11-01-2023,SMT005,4,3.34,12,80.23,89.85,01-Apr-21
NEOGARDINE MIKROS 100ML,118.5,88.88,1,10-04-2022,C29T20012,4,3.56,12,85.32,95.56,01-Apr-21
NEOSPORIN POWDER 10GM,78.2,55.86,1,10-07-2022,BE957,4,2.23,12,53.63,60.07,01-Apr-21
TOPAZ-25 TAB,88.5,63.21,2,01-10-2022,K200194A,4,5.06,12,121.36,135.92,01-Apr-21
TRAMAZAC CAP 10 CAP,50.4,36,1,10-04-2023,1004350,4,1.44,12,34.56,38.7,01-Apr-21
VENTAB DXT 50 10TAB,144,102.86,3,10-09-2023,K2001697,4,12.34,12,296.24,331.78,01-Apr-21
VOLINI SPRAY 15GM,60,42.86,5.5,10-08-2022,GSX0119,4,9.43,12,226.3,253.46,01-Apr-21
VOZET 5MG TAB 10 S,70.25,50.18,2,11-01-2022,E2100144,4,4.01,12,96.35,107.91,01-Apr-21
HORLICKS 500GM,229,179.69,4,11-02-2024,210115SB114,0,0,18,718.76,848.14,01-Apr-21
HORLICKS CHO) 500GM,211,165.57,1,01-10-2021,01AJ00240R,0,0,18,165.57,195.37,01-Apr-21
HORLICKS (WOMEN S) 400GM,240,188.32,2,10-01-2022,01A1002402,0,0,18,376.64,444.44,01-Apr-21
HORLICKS (MOTHER) 450GM,525,411.96,1,01-10-2021,01K0002445,0,0,18,411.96,486.12,01-Apr-21
HORLICKS LITE 450GM,288,225,1,11-01-2021,02B1002400,0,0,28,225,288,01-Apr-21
URIMAX-D TAB 15 S,525.74,375.55,3,10-09-2022,GH01005,7,78.87,12,1047.78,1173.52,02-Apr-21
FORACORT 200 INHALER,358.75,256.25,2,10-09-2023,SN01829,7,35.88,12,476.62,533.82,02-Apr-21
ZINCOVIT TAB 15 S,105,71.2,10,10-04-2022,ZVT20315,7,49.84,18,662.16,781.34,02-Apr-21
MONTEK LC TAB 10 SA,179.5,128.23,10,10-03-2023,EMX2647A,7,89.76,12,1192.54,1335.64,02-Apr-21
MONAMOX-CL DDS 30ML,135,97.13,2,10-09-2021,728-61,2,3.89,12,190.37,213.21,02-Apr-21
MONAMOX-CL BD 30ML,67,50.25,2,10-09-2021,720-59,2,2.01,12,98.49,110.31,02-Apr-21
NOVILIV DS SYP 225ML,166,119.43,2,10-08-2023,AV251,2,4.78,12,234.08,262.16,02-Apr-21
PANZEL-DSR,95,68.35,3,10-05-2022,520-313,2,4.1,12,200.95,225.07,02-Apr-21
AZTOR 40MG TAB 15 S,323.15,230.82,2,10-05-2023,RPB0515A,5,23.08,12,438.56,491.18,02-Apr-21
CLOPILET A 75 TAB***,53.5,38.21,2,10-09-2022,RPB0078A,5,3.82,12,72.6,81.32,02-Apr-21
GEMCAL CAP 15 S,300,214.29,2,10-07-2022,GMC-20101,5,21.43,12,407.15,456.01,02-Apr-21
RACIPER-40 MG TAB 15 SF,127,90.71,4,10-08-2022,EMX24168,5,18.14,12,344.7,386.06,02-Apr-21
TELDAY H TAB,235.75,168.39,2,10-04-2022,2G45G005,5,16.84,12,319.94,358.34,02-Apr-21
VOLIBO 0.3 TAB 10 SA,137,97.86,2,10-06-2023,RPB0642A,5,9.79,12,185.93,208.25,02-Apr-21
BUDAMATE-200-TRANSHALER,315.52,225.38,1,01-10-2022,J001813,5,11.27,12,214.11,239.81,02-Apr-21
CANSOFT-CL TAB 3 S BOX,104.25,74.46,1,10-04-2022,ARX0024,5,3.72,12,70.74,79.22,02-Apr-21
DUOLIN ROTACAPS 30 S,85.34,60.96,1,10-09-2022,BA02984,5,3.05,12,57.91,64.85,02-Apr-21
ETOSHINE-MR TAB 10 S BOX,230,164.29,2,10-09-2022,EMX2645A,5,16.43,12,312.15,349.61,02-Apr-21
GABANTIN FORTE TAB 10SF,189,135,2,10-09-2022,ESX1844,5,13.5,12,256.5,287.28,02-Apr-21
ISTAVEL 50 TAB 7 S,289,206.43,1,10-08-2022,IVA20004,5,10.32,12,196.11,219.65,02-Apr-21
LASILACTONE 50MG 10 S,48.73,34.81,4,01-10-2023,ONA0083,5,6.96,12,132.28,148.16,02-Apr-21
LIPICURE 10 TAB,122.53,87.52,1,01-10-2023,N2003142,5,4.38,12,83.14,93.12,02-Apr-21
MACSART AM TAB,51.15,36.54,2,11-02-2022,KM021005A,5,3.65,12,69.43,77.77,02-Apr-21
ROSEDAY 10 TAB,156.6,111.86,3,10-05-2022,48014716,5,16.78,12,318.8,357.06,02-Apr-21
SALBAIR TRANSHALER 250,184.8,132,1,10-09-2022,J001692,5,6.6,12,125.4,140.44,02-Apr-21
STAMLO 10MG TAB 30 S,169.43,121.02,1,01-10-2023,E2000345,5,6.05,12,114.97,128.77,02-Apr-21
VELTAM- PLUS TAB 15 SA,398,284.29,1,11-01-2022,N2003473,5,14.21,12,270.08,302.48,02-Apr-21
AMBROLITE SYP 100ML,68.5,48.93,3,01-10-2022,LJ0D1,4,5.87,12,140.92,157.84,02-Apr-21
ASOMEX-1.25MG TAB 15 S,52.05,37.18,1,10-02-2024,E16AG20005,4,1.49,12,35.69,39.97,02-Apr-21
BECOZYME C FORTE TAB 15 S,22.74,16.24,9.5,10-01-2023,MH3221,4,6.17,12,148.11,165.89,02-Apr-21
BETADINE GARGLE 50ML,128,91.43,1,10-03-2022,GL0490,4,3.66,12,87.77,98.31,02-Apr-21
BRUPAL KID TAB 10 S,5.5,3.93,5,10-06-2023,MB030040,4,0.79,12,18.86,21.12,02-Apr-21
CILACAR C 6.25MG,102.68,73.35,2,10-07-2022,K6C20004,4,5.87,12,140.83,157.73,02-Apr-21
COSVATE GM CREAM 20 GM,32.21,23.01,10,11-02-2022,H8007,4,9.2,12,220.9,247.4,02-Apr-21
DECOLIC DROP 10ML,49.5,35.36,1,10-06-2022,KDD29,4,1.41,12,33.95,38.03,02-Apr-21
DIOF DS SYP 60ML,64.9,48.68,1,10-01-2023,Z06AR21002,4,1.95,12,46.73,52.33,02-Apr-21
CILACAR T 80 TAB 10 S,168.07,120.06,1,10-09-2022,KBT20004,4,4.8,12,115.26,129.1,02-Apr-21
ETOSHINE-MR TAB 10 S BOX,230,164.29,1,10-09-2022,ESX1943B,4,6.57,12,157.72,176.64,02-Apr-21
FAMOCID 40MG TAB 14 S,8,5.71,60,01-10-2023,BGX16614,4,13.7,12,328.9,368.36,02-Apr-21
FEBUSTAT-40MG TAB,223.6,159.71,1,10-07-2022,FSA0006,4,6.39,12,153.32,171.72,02-Apr-21
FLODART PLUS TAB 10 SF,164,117.14,1,10-05-2022,A200326,4,4.69,12,112.45,125.95,02-Apr-21
FOL-XT TAB,240,171.42,1,10-03-2022,MT202900,4,6.86,12,164.56,184.3,02-Apr-21
GRILINCTUS BM SYP 100ML,87.97,62.84,5.5,10-03-2022,K26067,4,13.82,12,331.8,371.62,02-Apr-21
MAHACEF-200 TAB 10 SA,83.33,59.52,2.5,10-04-2022,COAKT054,4,5.95,12,142.85,159.99,02-Apr-21
NAILROX CREAM 50GM,195,139.29,1,10-08-2022,133,4,5.57,12,133.72,149.76,02-Apr-21
NEUROKEM 50,94.5,67.5,2,10-02-2022,20440820,4,5.4,12,129.6,145.16,02-Apr-21
PREGALIN NT TAB 10S,171.1,122.21,2,10-05-2022,GBUA0007,4,9.78,12,234.64,262.8,02-Apr-21
RAZEL F5 TAB,243.5,173.93,1,01-10-2022,5201937,4,6.96,12,166.97,187.01,02-Apr-21
SUPRADYN TAB 15 S,33.93,24.23,14,10-08-2022,MH3731,4,13.57,12,325.65,364.73,02-Apr-21
TETMOSOL SOAP 75GM,80.8,54.79,2,10-06-2022,TTFA016,4,4.38,18,105.2,124.14,02-Apr-21
TONOFERON DROP 15ML,78,55.71,1,11-02-2021,36,4,2.23,12,53.48,59.9,02-Apr-21
TREMNIL-2 TAB 10 S,13.1,9.36,5.5,10-06-2023,01T20T04,4,2.06,12,49.42,55.36,02-Apr-21
URILISER SYP 200ML,154.45,110.32,1,10-09-2022,LUR-735,4,4.41,12,105.91,118.61,02-Apr-21
URILISER SYP 100ML,87.49,62.49,1,10-09-2022,LURA-67,4,2.5,12,59.99,67.19,02-Apr-21
VOLINI GEL 75GM,230,164.3,1,10-09-2022,AC0207,4,6.57,12,157.73,176.65,02-Apr-21
WYSOLONE 10 TAB 15 S,20.72,15.94,5,01-10-2022,20780898,4,3.19,12,76.51,85.69,02-Apr-21
ZYTEE LOTION 10ML,104,74.29,1,01-10-2022,SR20081,4,2.97,12,71.32,79.88,02-Apr-21
IRIVISC EYE DROP 10ML,116.26,83.04,1,10-09-2022,IBC1JBA3,2,1.66,12,81.38,91.14,02-Apr-21
SUPERIA DSR TAB 10 SF,158,112.86,1,10-09-2022,ESX1819,2,2.26,12,110.6,123.88,02-Apr-21
RABONIK- DSR CAP 15 S,164.71,117.65,1,11-02-2022,GRBN21001,2,2.35,12,115.3,129.14,02-Apr-21
RELAXYL GEL 20GM,68.69,49.06,1,10-08-2022,20014,2,0.98,12,48.08,53.84,02-Apr-21
ESOZ-40MG TAB 15 SA,167.5,119.64,2,11-01-2022,EZ2P0025,2,4.79,12,234.49,262.63,02-Apr-21
ACECLOREN TAB 10 S,110,78.57,1,01-10-2022,AAF1KB1K,2,1.57,12,77,86.24,02-Apr-21
ATORMAC TG TAB 10 SA,201,143.57,2,10-09-2023,KAO2007A,2,5.74,12,281.4,315.16,02-Apr-21
OVERZYME SYP,145,98.31,1,10-04-2022,DOCTT131,2,1.97,18,96.34,113.68,02-Apr-21
VOVERAN-50 MG TAB 15 S,99.5,71.07,1,10-03-2022,720MBBFO,2,1.42,12,69.65,78.01,02-Apr-21
VOVERAN-SR 100 TAB 15 S,163,116.43,1,10-09-2023,X28MBBD0,2,2.33,12,114.1,127.8,02-Apr-21
OLTHA 5 MG TAB,33.25,23.75,2,10-06-2022,19O20T01,2,0.95,12,46.55,52.13,02-Apr-21
SOFIDEW CALOE LOTION 60ML,150,101.69,1,10-01-2022,907,2,2.03,18,99.66,117.6,02-Apr-21
DYTOR-10MG TAB 15 SB,77.19,55.14,5,01-10-2023,SB01478,2,5.51,12,270.19,302.61,02-Apr-21
MOM-PLUS SYP 170ML,110,78.57,1,10-01-2023,MP1399,2,1.57,12,77,86.24,02-Apr-21
HHLEVO TAB 10 SBW,69,49.29,1,01-10-2022,HHV20010,2,0.99,12,48.3,54.1,02-Apr-21
THERMOSEAL REPAIR 100GM,99.7,71.21,2,01-10-2023,O00483,2,2.85,12,139.57,156.31,02-Apr-21
SAAZ TAB 10 BOX,62,44.29,1,11-01-2023,ECL070013AS,2,0.89,12,43.4,48.6,02-Apr-21
SOLVIN COLD AF 60ML,57.75,41.26,1,10-07-2023,IPP0100004,2,0.83,12,40.43,45.29,02-Apr-21
MACSART AM TAB,51.15,36.54,2,11-02-2022,KMO21001A,2,1.46,12,71.62,80.22,02-Apr-21
OLVANCE 20MG 10 S,113,80.71,1,10-04-2023,RPB0043B,2,1.61,12,79.1,88.6,02-Apr-21
DUZELA-20 CAP 10 SB,105,75,1,10-05-2022,RPB0079A,2,1.5,12,73.5,82.32,02-Apr-21
PROLOMET XL 50 TAB 10 S,64.36,45.97,2,01-10-2022,GTB0056A,2,1.84,12,90.1,100.92,02-Apr-21
ROZAVEL 10MG 10 SA,163.5,116.79,1,10-04-2023,RPB0204A,2,2.34,12,114.45,128.19,02-Apr-21
SYNCAPONE-50 10TAB,84,60,1,10-02-2022,BSX0531,2,1.2,12,58.8,65.86,02-Apr-21
ZINCONIA 50MG TAB 10 S,55.05,39.32,1,11-02-2022,Z05B120102,2,0.79,12,38.53,43.15,02-Apr-21
FOLVITE ACTIVE TAB,219.59,156.84,1,10-05-2022,2032011F,2,3.14,12,153.7,172.14,02-Apr-21
LANTUS SOLOSTER 100IU 3ML,1099.11,879.29,1,10-06-2023,OF7224A,2,17.59,5,861.7,904.78,02-Apr-21
DYTOR-5 TAB 15 SBW,53.9,38.5,3,01-10-2023,SB01401,2,2.31,12,113.19,126.77,02-Apr-21
FORACORT 200 INHALER,358.75,256.25,1,11-02-2023,SN10104,2,5.13,12,251.12,281.26,02-Apr-21
ZENTOP-SYP 200ML,130,92.86,1,10-05-2022,LZE010018,2,1.86,12,91,101.92,02-Apr-21
PYRIGESIC MR TAB,170,121.43,7,10-06-2022,GT201324,2,17,12,833.01,932.97,02-Apr-21
TELMA - H TAB 30 S,442,315.71,1,10-09-2023,18200999,2,6.31,12,309.4,346.52,02-Apr-21
MET-INNOVFOL TAB 10 S,264,188.57,1,11-01-2022,MIVF2012,2,3.77,12,184.8,206.98,02-Apr-21
ORCERIN GM TAB,325.5,232.5,2,11-02-2023,KOO21001A,2,9.3,12,455.7,510.38,02-Apr-21
RIOMET OD 500mg TAB 15 S,31.84,22.74,1,11-02-2022,SXB0344A,2,0.45,12,22.29,24.97,02-Apr-21
RIOMET OD 850MG 10 S,36,25.71,1,10-06-2022,AB88401,2,0.51,12,25.2,28.22,02-Apr-21
KRIMSON-35 21 S,358,255.71,1,10-03-2023,GKB0371A,2,5.11,12,250.6,280.68,02-Apr-21
SYNDOPA PLUS TAB,37.8,27,10,10-07-2024,GKB0371A,2,5.4,12,264.6,296.36,02-Apr-21
LEZYNCET 5MG TAB 10 SBW,77.65,55.46,5,10-09-2022,GCKA001,2,5.55,12,271.75,304.37,02-Apr-21
PREGALIN M 75 CAP 15 SA,253.45,181.04,1,10-07-2022,RF4420033B,2,3.62,12,177.42,198.72,02-Apr-21
L-PRED DROP 5ML,188.47,134.82,1,10-06-2022,88818,2,2.7,12,132.12,147.98,02-Apr-21
DYTOR PLUS 5MG TAB 15 S,71.87,51.34,1,11-01-2022,SN10045,2,1.03,12,50.31,56.35,02-Apr-21
NORFLOX-TZ TAB 10 S,88.83,63.45,3,10-06-2023,RC0118,2,3.81,12,186.54,208.92,02-Apr-21
URIMAX-D TAB 15 S,525.74,375.53,1,11-01-2022,GH10005,2,7.51,12,368.02,412.18,02-Apr-21
PAUSE 500mg TAB 10 SA,181.81,138.52,3,10-06-2024,E16GQ2004Q,2,8.31,5,407.25,427.61,02-Apr-21
GLYCIPHAGE 850MG TAB 10 S,25.3,18.07,2,10-08-2023,M20011,2,0.72,12,35.42,39.68,02-Apr-21
REVELOL-AM 25/5 10TAB,95.75,68.39,1,10-05-2023,CGK060006AS,2,1.37,12,67.02,75.06,02-Apr-21
MOX CLAV DROPS 10ML,80,57.14,1,10-02-2022,AB87854,2,1.14,12,56,62.72,02-Apr-21
OLVANCE AM 40MG TAB 10 S,219,156.43,1,10-06-2023,SIC0109B,2,3.13,12,153.3,171.7,02-Apr-21
MIRTAZ- 7.5 MG TAB 10 SBY,85,60.71,1,10-09-2022,EMX2753A,2,1.21,12,59.5,66.64,02-Apr-21
TRIGLUCORED FORTE TAB 10 S,94.5,67.5,2,10-09-2023,EMX2674A,2,2.7,12,132.3,148.18,02-Apr-21
TORGLIP 50TAB,53.85,38.46,2,10-09-2022,2KK2G019,2,1.54,12,75.38,84.42,02-Apr-21
ATIVAN 2MG TAB,82.55,63.54,1,10-09-2022,EG3639,2,1.27,12,62.27,69.75,02-Apr-21
ZEDOTT-100MG CAP 10 S,193,137.86,1,10-03-2022,OD34G007,2,2.76,12,135.1,151.32,02-Apr-21
PROVANOL PLUS 10 10TAB,131,93.57,1,10-09-2022,K2001671,4,3.74,12,89.83,100.61,02-Apr-21
DELETUS-D SYP 100ML,104.5,74.64,1,10-05-2022,ALF0192,4,2.99,12,71.65,80.25,02-Apr-21
NUPENTA-40 TAB 10 SA,45.65,32.61,11,10-09-2023,KND2007B,4,14.35,12,344.36,385.68,02-Apr-21
LOOKBRITE CREAM 20g.,189.65,135.46,1,10-03-2022,J010,4,5.42,12,130.04,145.64,02-Apr-21
GLIMY MV2 TAB 10 S,127.5,91.07,1,11-02-2022,G21GAZ001,4,3.64,12,87.43,97.93,02-Apr-21
STARCLAV-625 TAB,200.55,143.25,1,11-01-2022,STAT20012,4,5.73,12,137.52,154.02,02-Apr-21
DEPAXIL-CR 12.5 10TAB,166,118.57,1,10-06-2022,DEP20005MR,4,4.74,12,113.83,127.49,02-Apr-21
TELPRES-MT 50 TAB 10 SF,314.69,224.78,1,10-05-2022,MDF0123,4,8.99,12,215.79,241.69,02-Apr-21
STATOR CV 10 TAB,150.56,107.54,1,10-07-2022,WNF0210,4,4.3,12,103.24,115.62,02-Apr-21
TIMOLET OD DROP 3ML,39.89,28.49,1,10-07-2022,KFX0223,4,1.14,12,27.35,30.63,02-Apr-21
YEES-D CAPS 10 S,97.5,69.64,1,11-02-2022,21440264,4,2.79,12,66.85,74.87,02-Apr-21
UPRISE D3 DROP 15ML,68,48.57,4,11-01-2022,169920021,4,7.77,12,186.51,208.89,02-Apr-21
TAXIM O DRY SYP 60ML,85,60.71,1,10-06-2022,20460717,4,2.43,12,58.28,65.28,02-Apr-21
TENGLYN M 1000 TAB 15 S,186,132.86,2,10-07-2022,S001617,4,10.63,12,255.09,285.71,02-Apr-21
TENGLYN M 1000 TAB 15 S,186,132.86,1,11-02-2022,T100382,4,5.31,12,127.55,142.85,02-Apr-21
MUCOTAB ET 600MG TAB,258.5,184.64,1,01-10-2022,E05075,4,7.39,12,177.25,198.53,02-Apr-21
EFNOCAR-40 TAB 10 S,120,85.71,2,01-10-2022,A05CW20034,4,6.86,12,164.56,184.3,02-Apr-21
SNAPIT TAB 2 S,105.05,75.04,1,11-02-2021,TPF0202,4,3,12,72.04,80.68,02-Apr-21
TAZLOC 80MG TAB 10 S,112.22,80.16,2,01-10-2022,48014467,4,6.41,12,153.91,172.37,02-Apr-21
GLYCOMET-GP-0.5 TAB 10 SB,53,37.86,1,11-02-2022,28021578,4,1.51,12,36.35,40.71,02-Apr-21
MONTAIR-4 TAB,166.37,118.84,1,11-01-2021,BA01299,4,4.75,12,114.09,127.79,02-Apr-21
MYOSPAZ FORTE 10 S,256,182.86,1,01-10-2022,PN0470,4,7.31,12,175.55,196.61,02-Apr-21
LACRIMOS G 10ML,132.78,94.84,1,10-06-2022,A20020MK,4,3.79,12,91.05,101.97,02-Apr-21
PREGASTAR M OD 75 10 S,171.4,122.43,1,10-01-2022,PMT20004,4,4.9,12,117.53,131.63,02-Apr-21
MAXGALIN-ER-75 TAB 10 SFS,166,118.57,1,10-04-2023,GK80092C,4,4.74,12,113.83,127.49,02-Apr-21
CABGOLIN 0.5 TAB,397.5,283.93,1,10-04-2022,BSX0758A,4,11.36,12,272.57,305.27,02-Apr-21
TOLDIN ER 600TABS 10 S,173.6,124,1,10-07-2022,3752073,4,4.96,12,119.04,133.32,02-Apr-21
NERVMAX NT TAB,168,120,1,01-10-2022,20442816,4,4.8,12,115.2,129.02,02-Apr-21
SCAVISTA-12 TAB,85,60.71,4.5,10-09-2022,ZPQ2AC0069,4,10.93,12,262.27,293.75,02-Apr-21
RIFAXIGYL-M TAB 10 S,178,127.14,1,10-04-2022,LF0006,4,5.09,12,122.05,136.69,02-Apr-21
STARPRESS-H 50 XL 10TAB,106.98,76.41,2,10-09-2022,M201436,4,6.11,12,146.71,164.31,02-Apr-21
PNZ 40MG TAB 15 S,130,92.86,1,10-08-2022,PATE20007C,4,3.71,12,89.15,99.85,02-Apr-21
SOLITEN-5 TAB 10 SBY,320,228.57,1,11-01-2022,RPB0647A,4,9.14,12,219.43,245.77,02-Apr-21
CALAPTIN SR 120 TAB,63.52,45.37,2,10-09-2022,CSA0019,4,3.63,12,87.11,97.57,02-Apr-21
TIXYLIX COUGH LINT 60ML,76.89,54.92,2,11-01-2021,WNF0192,4,4.39,12,105.45,118.11,02-Apr-21
EYEMIST EYE DROP 5ML,197,140.71,1,10-08-2023,KFX025A,4,5.63,12,135.08,151.28,02-Apr-21
MEXATE 2.5 MG TAB,20.02,15.25,2,10-04-2022,BVW11111,4,1.22,5,29.28,30.74,02-Apr-21
RECLIDE-MR 60 TAB,123,87.86,1,10-09-2023,E2000291,4,3.51,12,84.35,94.47,02-Apr-21
RECLIDE-MR 60 TAB,123,87.86,1,11-02-2023,E2100203,4,3.51,12,84.35,94.47,02-Apr-21
M. V. I. INJ 10ML,22.74,16.24,3,11-01-2021,NP20243,4,1.95,12,46.77,52.39,02-Apr-21
NATRILIX-SR TAB 10 SA,109,77.86,2,10-06-2023,RIW20118,4,6.23,12,149.49,167.43,02-Apr-21
METROGYL IV INJ 100ML,22.82,17.57,2,10-08-2023,RIW20034,4,1.41,12,33.73,37.77,02-Apr-21
ENZOFLAM TAB 10 SBB,132,94.29,1,11-01-2022,20442889,4,3.77,12,90.52,101.38,02-Apr-21
BETNOVATE C OINT 30GM,48.5,34.64,19,10-09-2022,NI199,4,26.33,12,631.83,707.65,02-Apr-21
ROSYCAP-5 TAB,56,40,2,10-08-2022,SIZAS07,2,1.6,12,78.4,87.8,03-Apr-21
CETGEL CAP 10 S,26.54,18.96,1,10-04-2022,1220009,2,0.38,12,18.58,20.8,03-Apr-21
CLOPITORVA-10mg CAP 10 SF,197.3,140.93,2,01-10-2022,1004170,2,5.64,12,276.22,309.36,03-Apr-21
URIMAX 0.4MG (FILE) CAP,349.38,249.56,1,10-06-2023,SA10389,2,4.99,12,244.57,273.91,03-Apr-21
SOLACID SUSP. 340ML,127,90.71,1,10-09-2023,SA4849,2,1.81,12,88.9,99.56,03-Apr-21
VITAZYME CAP 10 SB,72,51.43,9,10-02-2022,DF0018,2,9.26,12,453.61,508.05,03-Apr-21
RABONIK- DSR CAP 15 S,164.71,117.65,2,11-02-2022,GRBN21001,2,4.71,12,230.59,258.27,03-Apr-21
GLYCIPHAGE 500MG 20 S,33.4,23.86,10,10-09-2023,20223,2,4.77,12,233.83,261.89,03-Apr-21
CANDID B LOTION 30ML,200,142.86,1,10-07-2022,11201412,2,2.86,12,140,156.8,03-Apr-21
HHSALIC OINT 10GM,189,135,1,11-02-2022,C178,2,2.7,12,132.3,148.18,03-Apr-21
J-RING M FORTE TAB,141.75,101.25,2,11-01-2022,JAF1LB4H,2,4.05,12,198.45,222.27,03-Apr-21
REVELOL-AM 25/5 10TAB,95.75,68.39,1,10-05-2023,CGK080005AS,2,1.37,12,67.02,75.06,03-Apr-21
MELBOOST CAP,189,128.14,4,10-03-2022,NFT20405,2,10.25,18,502.31,592.73,03-Apr-21
ETIZOLA 0.25 TAB,56.1,40.07,2,11-01-2023,KEI2007A,2,1.6,12,78.54,87.96,03-Apr-21
THYROX 75 TAB 100 S,144.48,103.2,1,10-09-2022,MTC2081A,2,2.06,12,101.14,113.28,03-Apr-21
TELMIKIND-AM TAB 10 S,57.31,40.94,3,10-05-2022,C6IAT089,2,2.46,12,120.36,134.8,03-Apr-21
PIOGLAR-G 15+2 TAB 10 SB,137,97.86,2,10-08-2022,GKB0182A,2,3.91,12,191.81,214.83,03-Apr-21
TONOZYME SYP 200ML,115,82.8,1,10-06-2022,9857,2,1.66,12,81.14,90.88,03-Apr-21
COLIMEX SYP 30ML,46.15,32.97,1,11-02-2023,COR001B,2,0.66,12,32.31,36.19,03-Apr-21
NOVOFINE NEEDLE 0.25X6MM,15.1,11.86,20,11-02-2024,20A07S,2,4.74,12,232.46,260.36,03-Apr-21
VENLA XR 37.5MG 10 S,43.56,31.11,3,10-08-2022,GVNA20004,2,1.87,12,91.46,102.44,03-Apr-21
RACIPER-D CAP,200,142.86,1,01-10-2022,RPB0133A,2,2.86,12,140,156.8,03-Apr-21
TIGATEL AMH 80 TAB,146.27,104.48,1,01-10-2022,SIC0422A,2,2.09,12,102.39,114.67,03-Apr-21
TELSAR-BETA 25 CAPS 10 S,156.95,112.11,1,10-08-2022,132820026,2,2.24,12,109.87,123.05,03-Apr-21
AHAGLOW ADVAN.(F/W) 50GM,252.75,171.36,1,10-08-2022,UFT9G2021,2,3.43,18,167.93,198.15,03-Apr-21
FLODART TAB 10 SBOX,75,53.57,3,10-09-2022,A200624,4,6.43,12,154.28,172.8,03-Apr-21
GLYCIPHAGE 250mg 10 S,10.5,7.5,3,10-08-2023,20014,4,0.9,12,21.6,24.2,03-Apr-21
NANOFAST GEL 30GM,123,87.86,1,10-08-2022,NN20029,4,3.51,12,84.35,94.47,03-Apr-21
CREMAFIN PLUS LIQ. 225ML,223.75,159.82,1,11-01-2023,240560D7,4,6.39,12,153.43,171.85,03-Apr-21
DECDAN 0.5MG TAB 10 S,2.13,1.52,10,10-08-2022,33T0283,4,0.61,12,14.59,16.35,03-Apr-21
DECOLIC DROP 10ML,49.5,35.36,2,10-06-2022,KDD29,4,2.83,12,67.89,76.03,03-Apr-21
FLODART PLUS TAB 10 SF,164,117.14,2,10-05-2022,A200326,4,9.37,12,224.91,251.89,03-Apr-21
GABANEURON-100 TAB 10 SA,85,60.71,1,10-09-2023,A200621,4,2.43,12,58.28,65.28,03-Apr-21
HAIRZONE LOTION 60ML,250,163.14,1,11-02-2021,P12000017,4,6.53,18,156.61,184.79,03-Apr-21
KETO LOTION 50ML,230,164.29,1,10-08-2022,HKL185,4,6.57,12,157.72,176.64,03-Apr-21
LIBOTRYP 12.5 TAB 30 S,108,77.14,2,01-10-2023,D2050018,4,6.17,12,148.11,165.89,03-Apr-21
LINICAL LOTION 100ML,180,122.03,1,10-08-2022,H05620,4,4.88,18,117.15,138.23,03-Apr-21
OLYMPRIX M 1000 TAB,255,182.14,1,01-10-2022,20442720,4,7.29,12,174.85,195.83,03-Apr-21
RABELOC PLUS 10S,221.35,158.11,1,11-02-2021,15780001,4,6.32,12,151.79,170.01,03-Apr-21
RIVOTRIL-2 TAB,180.81,129.15,1,10-09-2023,RTB0004,4,5.17,12,123.98,138.86,03-Apr-21
SECNIL FOTRTE TAB 2,159.72,114.09,1,10-05-2022,RCF0333,4,4.56,12,109.53,122.67,03-Apr-21
SHELCAL-HD TAB 15 S,103.35,73.82,1,10-08-2022,GAYA0104,4,2.95,12,70.87,79.37,03-Apr-21
SOLTUS OD 200 10TAB,277,197.86,2,10-08-2022,K2001406,4,15.83,12,379.89,425.47,03-Apr-21
TENGLYN M 500MG,174.2,124.43,1,01-10-2022,I004447,4,4.98,12,119.45,133.79,03-Apr-21
TGLIP TAB***,248,177.14,1,10-08-2022,N2002656,4,7.09,12,170.05,190.45,03-Apr-21
VENUSIA CREAM 100GM,383,259.66,1,01-10-2022,BZD0067,4,10.39,18,249.27,294.13,03-Apr-21
ZAPTRA 12.5 CAP 10 SF,174,124.29,3,11-02-2022,K2100162,5,18.64,12,354.23,396.73,03-Apr-21
AUGMENTIN-1000mg DUO TAB 10 S,497.55,355.39,1,10-04-2022,MB207,5,17.77,12,337.62,378.14,03-Apr-21
