Item Name,Item MRP,Quantity,Expiry Date,Discount Value,GST %,GST Value,Amount,Billing Date
P2 I-40 TAB 10 SA,109.1,3,"April, 2022",0,12,35.06,327.3,02-Apr-21
LYCAM-P TAB,79,3,"October, 2021",0,12,25.4,237,02-Apr-21
PROTEKT CAP 10 S,50,3,"April, 2022",0,12,16.08,150,02-Apr-21
JOINTACE DN SUPER TAB,435,2,"August, 2022",0,12,93.22,870,02-Apr-21
FERINOVA XT TAB,151.7,1,"May, 2022",15.17,12,14.62,136.53,02-Apr-21
NEUROBION FORTE TAB,31.61,0.333,"May, 2022",1.05,12,1.02,9.49,02-Apr-21
VOVERAN-50 MG TAB 15 S,99.5,0.667,"February, 2022",6.63,12,6.4,59.7,02-Apr-21
MAXGALIN-ER-75 TAB 10 SFS,166,1,"April, 2023",16.6,12,16,149.4,02-Apr-21
FERIUM XT TAB 10 SBOX,142.8,3,"August, 2022",0,12,45.9,428.4,02-Apr-21
ETIZOLA 0.5 TAB,80.85,2,"August, 2023",0,12,17.32,161.7,02-Apr-21
STORVAS CV 20MG TAB 10 S,224,2,"September, 2022",0,12,48,448,02-Apr-21
TELMIKIND-H 80 TAB 10 S,102.85,3,"January, 2022",0,12,33.06,308.55,02-Apr-21
SOMPRAZ 40 TAB 15 S,127,2,"January, 2023",0,12,27.22,254,02-Apr-21
DILZEM-SR 90MG TAB,156.15,2,"March, 2023",0,12,33.46,312.3,02-Apr-21
SOTRET NF 24 TAB,365,1,"October, 2022",36.5,12,35.2,328.5,02-Apr-21
LACTOGEN (1) 450GM,340,1,,13.6,18,49.78,326.4,02-Apr-21
PAN-40MG TAB 15 S,138,2,"June, 2023",27.6,12,26.62,248.4,02-Apr-21
DORZOX-T EYE DROPS 5ML,443.2,1,"March, 2022",44.32,12,42.74,398.88,02-Apr-21
EVION-400MG CAP 10 S,29.73,3,"March, 2023",8.92,12,8.6,80.27,02-Apr-21
SAAZ TAB 10 BOX,62,2,"January, 2023",12.4,12,11.96,111.6,02-Apr-21
VINICOR-D 25 10TAB,86.45,1,"February, 2022",8.65,12,8.34,77.8,02-Apr-21
AEROCORT INHALLER(CFC FREE)200,226.27,1,"January, 2022",22.63,12,21.82,203.64,02-Apr-21
HYNASAL DROP (DWD) 15ML,58,1,"October, 2023",5.8,12,5.6,52.2,02-Apr-21
NEOPEPTINE SYP 100ML,147,1,"March, 2022",14.7,12,14.18,132.3,02-Apr-21
RICONIA LP TABS 15 S,73.7,1,"March, 2022",7.37,12,7.1,66.33,02-Apr-21
WALAPHAGE 500MG TAB 15 S,21.96,2,"June, 2023",4.39,12,4.24,39.53,02-Apr-21
BEVON SYP 200ML,144.55,1,"February, 2022",14.46,12,13.94,130.09,02-Apr-21
GLYTOPAN DSR TAB,99,1,"August, 2022",9.9,12,9.54,89.1,02-Apr-21
NEUNERV TAB,222,1,"April, 2022",22.2,12,21.4,199.8,02-Apr-21
NEXOVAS-5 TAB,97.35,1,"January, 2022",9.74,12,9.38,87.61,02-Apr-21
THYRONORM 25MG 100 S,174.72,1,"June, 2022",17.47,12,16.84,157.25,02-Apr-21
MINTOP EVA 5% LOTION 60ML,814,1,"March, 2022",81.4,12,78.5,732.6,02-Apr-21
SOFIDEW BABY SHAMPOO 75ML,190,1,"February, 2022",19,18,26.08,171,02-Apr-21
KETO LOTION 50ML,230,1,"August, 2022",23,12,22.18,207,02-Apr-21
VITANOVA-D3 DROPS 15ML,83.3,1,"April, 2022",8.33,12,8.04,74.97,02-Apr-21
FLUPAN-150 CAP,81,1,"August, 2021",8.1,12,7.82,72.9,02-Apr-21
ROXYLAC 150 TAB,85,1,"July, 2022",8.5,12,8.2,76.5,02-Apr-21
IGURATI-25 TAB,215,1,"January, 2022",21.5,12,20.74,193.5,02-Apr-21
TOFADOZ TAB 5MG,370,1,"October, 2022",37,12,35.68,333,02-Apr-21
NAPROSYN 500MG TAB 15 SBR,62.7,1,"September, 2023",6.27,12,6.04,56.43,02-Apr-21
DOXT-SL CAP 10 SF,91.3,1,"January, 2022",9.13,12,8.8,82.17,02-Apr-21
CLINDAC- A GEL 15GM,225,1,"January, 2023",22.5,5,9.64,202.5,02-Apr-21
AHAGLOW FACE WASH 50GM,252.75,1,"April, 2022",25.28,18,34.7,227.47,02-Apr-21
ULTRACET TAB 15 S,201,0.133,"June, 2022",2.68,12,2.58,24.12,02-Apr-21
CIFRAN-500mg TAB 10 S,40.72,1,"January, 2023",4.07,12,3.92,36.65,02-Apr-21
METROGYL 400MG TAB 15 S,21.39,1,"October, 2024",2.14,12,2.06,19.25,02-Apr-21
L-FRESH TAB 10 S,60,2,"May, 2022",12,12,11.58,108,02-Apr-21
MARLINE-E 400 SOFTGEL,95,1.4,"May, 2021",0,18,20.28,133,02-Apr-21
PHOSTEEM SYP 200ML,115,1,"May, 2021",0,12,12.32,115,02-Apr-21
ETOSA-P TAB,63,1.4,"October, 2022",0,12,9.44,88.2,02-Apr-21
ONASOLONE-4 TAB,55,0.7,"January, 2022",0,12,4.12,38.5,02-Apr-21
STAMLO 2.5MG TAB 30 S,55.23,0.5,"September, 2023",0,12,2.96,27.62,02-Apr-21
FEN XN GEL 30GM,80,1,"September, 2022",0,12,8.58,80,02-Apr-21
PROTEKT CAP 10 S,50,1.4,"April, 2022",0,12,7.5,70,02-Apr-21
REFRESH TEARS EYE DROP 10ML,139.96,1,"October, 2022",14,12,13.5,125.96,02-Apr-21
OLTHA 5 MG TAB,33.25,1,"June, 2022",3.33,12,3.2,29.92,02-Apr-21
SERLIFT-50MG TAB 10 SBN,95.16,1,"September, 2022",9.52,12,9.18,85.64,02-Apr-21
TOBACIN EYE DROP 5ML,57.1,1,"August, 2022",5.71,12,5.5,51.39,02-Apr-21
SIMILAC ADVANCE 3 400GM,560,1,"July, 2021",22.4,18,82,537.6,02-Apr-21
SYNOCID SUSPENSION 170ML,70,1,"January, 2021",0,12,7.5,70,02-Apr-21
ETOSA-P TAB,63,1,"October, 2022",0,12,6.76,63,02-Apr-21
EVION-400MG CAP 10 S,29.73,1,"March, 2023",0,12,3.18,29.73,02-Apr-21
FEBUMAC-40 TAB 10 S BOX,118.8,1,"October, 2023",0,12,12.72,118.8,02-Apr-21
PROTEKT CAP 10 S,50,1,"April, 2022",0,12,5.36,50,02-Apr-21
PARASAFE-650 TAB 10 SBOX,20.5,2,"September, 2023",4.1,12,3.96,36.9,02-Apr-21
STAMLO-BETA TAB 15 S,165.55,2,"August, 2022",33.11,12,31.92,297.99,02-Apr-21
GLUCON-D 100GM,43,1,,0,18,6.56,43,02-Apr-21
GLUCORED FORTE 10 S,51.4,4,"June, 2023",20.56,12,19.82,185.04,02-Apr-21
ZYMOFLAM TAB 10 SBOX,205.85,1,"June, 2022",20.59,12,19.84,185.26,02-Apr-21
TONOFERON DROP 15ML,78,1,"February, 2021",7.8,12,7.52,70.2,02-Apr-21
DECOLIC DROP 10ML,49.5,1,"July, 2022",4.95,12,4.78,44.55,02-Apr-21
ZN 20 DROP 15ML,78.5,1,"September, 2022",7.85,12,7.56,70.65,02-Apr-21
EASUM FOOD 400GM,250,1,"April, 2022",10,18,36.62,240,02-Apr-21
ROSUMAC GOLD 20 TAB,276.65,1,"February, 2022",27.67,12,26.68,248.98,02-Apr-21
TELSAR-BETA 25 CAPS 10 S,156.95,1,"August, 2022",15.7,12,15.14,141.25,02-Apr-21
RACIPER-D CAP,200,1,"September, 2022",20,12,19.28,180,02-Apr-21
ADP-5 TAB 15 SF,39.17,1,"February, 2022",3.92,12,3.78,35.25,03-Apr-21
SUPERMET XL 25 TAB,53.46,2,"July, 2023",10.69,12,10.32,96.23,03-Apr-21
FLODART PLUS TAB 10 SF,164,2,"August, 2022",32.8,12,31.62,295.2,03-Apr-21
OLMEDOX 40 TAB,99.41,2,"October, 2022",19.88,12,19.18,178.94,03-Apr-21
ROSULESS-C 10 TAB,99,2,"August, 2022",19.8,12,19.1,178.2,03-Apr-21
ETIZOLA 0.25 TAB,56.1,2,"January, 2023",11.22,12,10.82,100.98,03-Apr-21
TELMIKIND-AM TAB 10 S,57.31,3,"March, 2022",17.19,12,16.58,154.74,03-Apr-21
PIOGLAR-G 15+2 TAB 10 SB,137,2,"August, 2022",27.4,12,26.42,246.6,03-Apr-21
UNIENZYME TAB 15 S,58.45,1,"October, 2021",5.85,12,5.64,52.6,03-Apr-21
GLYCOMET-TRIO-2mg TAB 10 SB,186.5,2,"August, 2022",37.3,12,35.96,335.7,03-Apr-21
CLOPITORVA-10mg CAP 10 SF,217,2,"February, 2022",43.4,12,41.86,390.6,03-Apr-21
J-RING M FORTE TAB,141.75,1,"January, 2022",14.18,12,13.66,127.57,03-Apr-21
J-RING M FORTE TAB,134.55,1,"September, 2021",13.46,12,12.98,121.09,03-Apr-21
VITAZYME CAP 10 SB,72,4,"February, 2022",28.8,12,27.78,259.2,03-Apr-21
GLYCIPHAGE 500MG 20 S,33.4,2,"July, 2023",6.68,12,6.44,60.12,03-Apr-21
LIBOTRYP 12.5 TAB 30 S,108,1,"May, 2023",10.8,12,10.42,97.2,03-Apr-21
ROSYCAP-5 TAB,51.7,1,"July, 2021",5.17,12,4.98,46.53,03-Apr-21
ROSYCAP-5 TAB,56,1,"May, 2022",5.6,12,5.4,50.4,03-Apr-21
AMARYL M FORTE 1MG TAB 15 S,182.95,2,"May, 2022",36.59,12,35.28,329.31,03-Apr-21
P-ZOLE DSR 10CAP,96.5,1,"February, 2023",9.65,12,9.3,86.85,03-Apr-21
VITAZYME SYP 200ML,92,1,"January, 2022",9.2,12,8.88,82.8,03-Apr-21
ETIZOLA-BETA 0.5 10 SBB,68.5,2,"August, 2022",13.7,12,13.22,123.3,03-Apr-21
ROSYCAP-F TAB,157,1,"January, 2022",15.7,12,15.14,141.3,03-Apr-21
STARPRESS-H 50 XL 10TAB,106.98,2,"September, 2022",21.4,12,20.64,192.56,03-Apr-21
ATORMAC TG TAB 10 SA,167,2,"February, 2021",33.4,12,32.2,300.6,03-Apr-21
EYEMIST EYE DROP 10ML,188,1,"January, 2023",18.8,12,18.12,169.2,03-Apr-21
ECOSPRIN-AV 75 CAP 15 S,50.15,2,"April, 2022",10.03,12,9.68,90.27,03-Apr-21
FAMOCID 40MG TAB 14 S,8,4,"September, 2023",3.2,12,3.08,28.8,03-Apr-21
SHELCAL HD TAB 15 S,103.35,1,"August, 2022",10.34,12,9.96,93.01,03-Apr-21
VITANOVA-D3 DROPS 15ML,83.3,1,"April, 2022",8.33,12,8.04,74.97,03-Apr-21
GELUSIL MPS SYP 400ML,174,1,"August, 2022",17.4,12,16.78,156.6,03-Apr-21
CARDACE 5 TAB,131.21,2,"August, 2023",26.24,12,25.3,236.18,03-Apr-21
NEXPRO RD 40 CAP 10 SF,148.55,3,"August, 2022",44.57,12,42.98,401.08,03-Apr-21
RANTAC DOM TAB,50.51,1,"April, 2022",5.05,12,4.88,45.46,03-Apr-21
SOLACID SUSP. 340ML,127,1,"September, 2023",12.7,12,12.24,114.3,03-Apr-21
DFAX LS 50 TAB,263.54,1,"January, 2022",26.35,12,25.42,237.19,03-Apr-21
MACSART-40 10TAB,28.68,2,"May, 2022",5.74,12,5.54,51.62,03-Apr-21
ALZOLAM 0.5 MG TAB 10 S,33.2,1,"July, 2023",3.32,12,3.2,29.88,03-Apr-21
VENUSIA CREAM 100GM,348,1,"February, 2022",34.8,18,47.78,313.2,03-Apr-21
DAZIT-5 TAB,147,1.333,"August, 2022",19.6,12,18.9,176.4,03-Apr-21
ATROLET 10 MG TAB 20 S,33.57,1,"February, 2022",3.36,12,3.24,30.21,03-Apr-21
OLMEDOX 40 TAB,99.41,1,"October, 2022",9.94,12,9.58,89.47,03-Apr-21
GLYCIPHAGE 250mg 10 S,11.53,3,"September, 2023",3.46,12,3.34,31.13,03-Apr-21
TIDE-5 TAB 10 SBOX,33.4,2,"October, 2022",6.68,12,6.44,60.12,03-Apr-21
DUVADILAN-RETARD TAB 10 S,138.59,1,"February, 2023",13.86,12,13.36,124.73,03-Apr-21
FAA-20 TAB 10 S BOX,138.7,1,"September, 2022",13.87,12,13.38,124.83,03-Apr-21
PYRIGESIC 1000M TAB,29,0.4,"January, 2023",1.16,12,1.12,10.44,03-Apr-21
NANOFAST GEL 30GM,123,1,"September, 2022",12.3,12,11.86,110.7,03-Apr-21
DROTIN DS TAB 15 S,168.67,0.267,"September, 2022",4.5,12,4.34,40.48,03-Apr-21
ELTROXIN 50MG 100 S,95.76,1,"April, 2022",9.58,12,9.24,86.18,03-Apr-21
PAUSE 500mg TAB 10 SA,181.81,0.6,"September, 2024",10.91,5,4.68,98.18,03-Apr-21
PENTISAN-DSR CAP,95,0.8,"January, 2021",0,12,8.14,76,03-Apr-21
FEN XN GEL 30GM,80,1,"September, 2022",0,12,8.58,80,03-Apr-21
VASOGRAIN TAB 14 SF,102.9,1,"January, 2022",10.29,12,9.92,92.61,03-Apr-21
ZAPTRA 12.5 CAP 10 SF,174,3,"September, 2022",52.2,12,50.34,469.8,03-Apr-21
STARPRESS-H 50 XL 10TAB,106.98,3,"April, 2022",32.09,12,30.94,288.85,03-Apr-21
RABONIK- DSR CAP 15 S,164.71,1.333,"February, 2022",21.96,12,21.18,197.65,03-Apr-21
AMLOKIND-5 TAB 10 S,13.27,1,"October, 2023",1.33,12,1.28,11.94,03-Apr-21
PANTAKIND DSR 10 S,88.55,1,"March, 2022",8.86,12,8.54,79.69,03-Apr-21
DROTIN DS TAB 15 S,168.67,0.133,"September, 2022",2.25,12,2.16,20.24,03-Apr-21
PRICHEK-GMP 2 10 SB,122,1,"May, 2022",12.2,12,11.76,109.8,03-Apr-21
GLIPTAGREAT-M 500 TAB,67.5,1,"July, 2022",6.75,12,6.5,60.75,03-Apr-21
ROSUVAS CV 10 TAB 10S,140,1,"June, 2022",14,12,13.5,126,03-Apr-21
DEROBIN OINTMENT 30GM,99.82,1,"October, 2022",9.98,12,9.62,89.84,03-Apr-21
GEMCAL D3 TAB,157,1,"October, 2022",15.7,12,15.14,141.3,03-Apr-21
SNORAB 20 TAB 10 SA,65,1,"April, 2022",6.5,12,6.26,58.5,03-Apr-21
MYOTOP-P TAB 10 SA,163.2,1,"September, 2022",16.32,12,15.74,146.88,03-Apr-21
ALZOLAM 0.25MG TAB 10 S,15.9,1,"July, 2023",1.59,12,1.54,14.31,03-Apr-21
ENCELIN M 50/1000 TAB,69,1,"May, 2022",6.9,12,6.66,62.1,03-Apr-21
ECOSPRIN-AV 75/20 CAP 10 SF,32.52,1,"February, 2022",3.25,12,3.14,29.27,03-Apr-21
LUPITUSS SYP 100ML,130.7,1,"May, 2022",13.07,12,12.6,117.63,03-Apr-21
REMYLIN AX TAB,199,1,"May, 2022",19.9,12,19.18,179.1,03-Apr-21
SONAXA NT 10 TAB,297,1,"January, 2022",29.7,12,28.64,267.3,03-Apr-21
PPG MET 0.2TABS 10 S,101.98,2,"February, 2022",20.4,12,19.66,183.56,03-Apr-21
GLIZID 40MG 10 S,37.5,2,"September, 2023",7.5,12,7.24,67.5,03-Apr-21
PROLOMET XL 25 TAB 10 S,45,1,"July, 2022",4.5,12,4.34,40.5,03-Apr-21
ECOSPRIN-AV 75/20 CAP 10 SF,32.52,1,"February, 2022",3.25,12,3.14,29.27,03-Apr-21
ATIVAN 1MG TAB 30 S,68,0.333,"August, 2022",2.27,12,2.18,20.4,03-Apr-21
THERMONOR SR 1000 TAB,56,1,"August, 2021",5.6,12,5.4,50.4,03-Apr-21
MELZAP MD 0.50 TAB,51.95,1,"October, 2022",5.2,12,5,46.75,03-Apr-21
CIDMUS 50MG TAB,1044,1,"February, 2023",104.4,12,100.68,939.6,03-Apr-21
DEPLATT A 75 TAB,73.55,1,"March, 2022",7.36,12,7.1,66.19,03-Apr-21
GLUCRETA TAB 10TAB,149,1,"January, 2022",14.9,12,14.36,134.1,03-Apr-21
CYTOGARD OD 60MG,387.01,2,"August, 2022",77.4,12,74.64,696.62,03-Apr-21
TRIVOSE 1 0.3 TAB,210,2,"August, 2022",42,12,40.5,378,03-Apr-21
URIMAX-D TAB 15 S,525.74,1,"January, 2022",52.57,12,50.7,473.17,03-Apr-21
NICENTA PLUS TAB 10 S,95,2,"January, 2022",19,12,18.32,171,03-Apr-21
REMYLIN AX TAB,199,2,"May, 2022",39.8,12,38.38,358.2,03-Apr-21
RAZEL CV 20/75 TAB,198,2,"August, 2022",39.6,12,38.18,356.4,03-Apr-21
RISDONE MT-0.5MG TAB 10 SA,26,3,"October, 2022",7.8,12,7.52,70.2,03-Apr-21
SYNDOPA PLUS TAB,37.8,4,"July, 2024",15.12,12,14.58,136.08,03-Apr-21
TIGATEL 40 TAB,147.16,1,"September, 2022",14.72,12,14.2,132.44,03-Apr-21
NEXPRO RD 40 CAP 10 SF,148.55,3,"February, 2022",44.57,12,42.98,401.08,03-Apr-21
TENGLYN M 500MG,174.2,2,"July, 2022",34.84,12,33.6,313.56,03-Apr-21
AZICARE-500 TAB,70.02,1,"February, 2022",7,12,6.76,63.02,03-Apr-21
DICLOGESIC TAB 10 SBW,45.8,0.4,"April, 2022",1.83,12,1.76,16.49,03-Apr-21
STORVAS 10 TAB 15 S,91.85,1,"January, 2022",9.19,12,8.86,82.66,03-Apr-21
ECOSPRIN 75MG TAB 14 S,4.86,1,"August, 2022",0.49,12,0.46,4.37,03-Apr-21
ROZAVEL 5MG 10 S TAB,91.5,2,"September, 2022",18.3,12,17.64,164.7,03-Apr-21
TENELIVIO MF 500 TAB 10 S,115.5,2,"October, 2021",23.1,12,22.28,207.9,03-Apr-21
BETADINE LOTION 100ML,104.16,1,"January, 2022",10.42,12,10.04,93.74,03-Apr-21
NEXITO 10 TAB 10 SBY,90.49,4,"September, 2023",36.2,12,34.9,325.76,03-Apr-21
AHAGLOW FACE WASH 100GM,434.1,1,"March, 2022",43.41,18,59.6,390.69,03-Apr-21
BETADINE GARGLE 100ML,230,1,"April, 2022",23,12,22.18,207,03-Apr-21
MOXIGRAM D DROP 5ML,64,1,"May, 2022",6.4,12,6.18,57.6,03-Apr-21
RECITALITE TAB,125,1,"August, 2022",12.5,12,12.06,112.5,03-Apr-21
VIMPRO POWDER 400GM,640,1,"April, 2022",25.6,18,93.72,614.4,03-Apr-21
ZERODOL-SP TAB 10 SA,97.85,2.1,"April, 2023",20.55,12,19.82,184.94,03-Apr-21
UGESIC-20 TAB 10 S,115,2.1,"August, 2022",24.15,12,23.28,217.35,03-Apr-21
SNORAB 20 TAB 10 SA,65,1.4,"April, 2022",9.1,12,8.78,81.9,03-Apr-21
MONTAIR-10mg TAB 15 S,289.48,2,"September, 2023",57.9,12,55.82,521.06,03-Apr-21
MUCINAC-600 TAB 10 SF,242.55,2,"January, 2022",48.51,12,46.78,436.59,03-Apr-21
ROSUMAC CV 10 TAB 10 S,188.65,2,"May, 2021",37.73,12,36.38,339.57,03-Apr-21
SEROFLO 250 SYNCHRO BREA,690,1,"May, 2022",69,12,66.54,621,03-Apr-21
DRESIN GARGEL 100ML,132,1,"July, 2022",13.2,12,12.72,118.8,03-Apr-21
ALZOLAM 0.25MG TAB 10 S,15.9,2,"July, 2023",3.18,12,3.06,28.62,03-Apr-21
OLMEZEST BETA 50mg 10 SF,180,2,"March, 2023",36,12,34.72,324,03-Apr-21
RANOZEX TAB 10 SBO,140,6,"September, 2022",84,12,81,756,03-Apr-21
COLIZA DROP 30ML,96,1,"August, 2022",9.6,12,9.26,86.4,03-Apr-21
SOFIBAR SYNDET BAR,145,1,"September, 2022",5.8,18,21.24,139.2,03-Apr-21
ENFAMIL A+ (S-1) 400GM,715,1,"June, 2022",28.6,18,104.7,686.4,03-Apr-21
NEXOVAS-5 TAB,97.35,1,"January, 2022",9.74,12,9.38,87.61,03-Apr-21
NUPENTA-40 TAB 10 SA,45.65,1,"April, 2023",4.57,12,4.4,41.08,03-Apr-21
TELMIKIND AM 80 TAB,82.5,1,"May, 2022",8.25,12,7.96,74.25,03-Apr-21
ECOSPRIN-AV 75/20 CAP 10 SF,32.52,1,"February, 2022",3.25,12,3.14,29.27,03-Apr-21
ALZOLAM 0.25MG TAB 10 S,15.9,2,"July, 2023",3.18,12,3.06,28.62,05-Apr-21
PAN-40MG TAB 15 S,138,2,"May, 2023",27.6,12,26.62,248.4,05-Apr-21
ALLEGRA 120MG TAB 10 S,180.86,2,"July, 2022",36.17,12,34.88,325.55,05-Apr-21
MONTAIR-10mg TAB 15 S,289.48,2,"September, 2023",57.9,12,55.82,521.06,05-Apr-21
MUCINAC-600 TAB 10 SF,242.55,2,"October, 2022",48.51,12,46.78,436.59,05-Apr-21
EPTUS 25 TAB,550,1,"May, 2023",55,12,53.04,495,05-Apr-21
ROSUVAS-40 TAB 10 SA,520,3,"February, 2022",156,12,150.42,1404,05-Apr-21
CLOPILET- A 75 CAP***,53.5,2,"September, 2021",10.7,12,10.32,96.3,05-Apr-21
TAMDURA CAP 10 SF,262,3,"October, 2022",78.6,12,75.8,707.4,05-Apr-21
NIKORAN-5MG TAB 20 S,332.15,2,"May, 2022",66.43,12,64.06,597.87,05-Apr-21
MOXISURGE E/D 5ML,140,1,"August, 2022",14,12,13.5,126,05-Apr-21
DESVAL-ER 500 10 SBW,132.55,2,"July, 2022",26.51,12,25.56,238.59,05-Apr-21
ELIWEL 25 TAB 10 SF,25.2,2,"September, 2023",5.04,12,4.86,45.36,05-Apr-21
GEPRIDE M4 FORTE,129,3,"June, 2022",38.7,12,37.32,348.3,05-Apr-21
SUPRA PLUS TAB,46,2,"September, 2021",9.2,18,12.64,82.8,05-Apr-21
IT-MAC 100 CAP,109.5,1,"October, 2022",10.95,12,10.56,98.55,05-Apr-21
GRENIL TAB 10 S,46.5,0.6,"October, 2023",2.79,12,2.7,25.11,05-Apr-21
MOX 500MG CAP 15 S,108.16,0.4,"July, 2022",4.33,12,4.18,38.93,05-Apr-21
PANTOCID -D CAP 10 S,106,0.2,"October, 2022",2.12,12,2.04,19.08,05-Apr-21
VOLITRA-ENZO TAB 10 S,170,1,"October, 2021",0,12,18.22,170,05-Apr-21
CARMOZYME SYP 450ML,168,1,"January, 2022",16.8,12,16.2,151.2,05-Apr-21
NOVOFINE NEEDLE 0.25X6MM,15.1,2,"September, 2024",0,12,3.24,30.2,05-Apr-21
AMARYL M 2MG TAB 15 S,330.32,2,"September, 2022",66.06,12,63.7,594.58,05-Apr-21
GEMER P2 TAB 10 S,150,3,"September, 2022",45,12,43.4,405,05-Apr-21
FELIZ-S PLUS 5 10 SF,97.55,1,"October, 2022",9.76,12,9.4,87.79,05-Apr-21
AMBIZYME TAB,84.6,0.3,"January, 2023",2.54,12,2.44,22.84,05-Apr-21
ELTROXIN 50MG 100 S,86.59,1,"March, 2022",8.66,12,8.34,77.93,05-Apr-21
CANDID POWDER 50 GM,80,1,"January, 2024",8,12,7.72,72,05-Apr-21
ATORMAC CV 10 TAB 10 SF,168,2,"July, 2022",33.6,12,32.4,302.4,05-Apr-21
NITROCONTIN 2.6MG 25 S,257,2,"June, 2022",51.4,12,49.56,462.6,05-Apr-21
S-VOCITA-H TAB 10 SA,75.8,3,"June, 2022",22.74,12,21.92,204.66,05-Apr-21
DILZEM CD 120MG CAP 10 SA,206.85,3,"June, 2022",62.06,12,59.84,558.49,05-Apr-21
CARDACE 1.25MG TAB,80.04,2,"August, 2023",16.01,12,15.44,144.07,05-Apr-21
DYTOR PLUS LS TAB,51.72,1,"October, 2022",5.17,12,4.98,46.55,05-Apr-21
SOFTOVAC (SF) POWDER*** 100GM,155,2,"September, 2023",31,12,29.9,279,05-Apr-21
DEPLATT CV 20 CAP 10 S,96.15,3,"May, 2022",28.85,12,27.82,259.6,05-Apr-21
IVABID-5 TAB,307.9,1,"February, 2022",30.79,12,29.7,277.11,05-Apr-21
FLAVEDON-MR TAB 10 SBY,119,6,"September, 2023",71.4,12,68.84,642.6,05-Apr-21
QUITIBRUS SR 100 TAB,84,3,"April, 2022",25.2,12,24.3,226.8,05-Apr-21
GEMER- 1 TAB 10 S,84.8,3,"January, 2022",25.44,12,24.54,228.96,05-Apr-21
VOLIBO-M 0.3 TABS 10 S,142,3,"February, 2022",42.6,12,41.08,383.4,05-Apr-21
CILACAR TC 6.25 10 S,170.17,3,"September, 2022",51.05,12,49.22,459.46,05-Apr-21
NOVALE BAR 75 GM,165,2,"August, 2025",13.2,18,48.32,316.8,05-Apr-21
DAZIT-5 TAB,147,0.667,"August, 2022",9.8,12,9.44,88.2,05-Apr-21
CANDID LOTION 30ML,119.95,1,"June, 2023",12,12,11.56,107.95,05-Apr-21
VISCOSIN EXPT 100 ML,70,1,"August, 2022",7,12,6.76,63,05-Apr-21
MOX 500MG CAP 15 S,108.16,0.667,"July, 2022",7.21,12,6.96,64.9,05-Apr-21
BIFILAC CAP 10 SF,109,1,"March, 2022",10.9,12,10.52,98.1,05-Apr-21
LYCAM-P TAB,79,1,"October, 2021",0,12,8.46,79,05-Apr-21
BIO-D3 PLUS CAP 15 SBW,227,1,"May, 2023",0,12,24.32,227,05-Apr-21
PROTEKT CAP 10 S,50,1,"April, 2022",0,12,5.36,50,05-Apr-21
ZEST POWDER(CHOCO) 200GM,313.5,1,"February, 2021",0,18,47.82,313.5,05-Apr-21
COECORTT-6 TAB,115,0.5,"January, 2022",0,12,6.16,57.5,05-Apr-21
P2 I- D CAP 10 S,132.3,1,"July, 2022",0,12,14.18,132.3,05-Apr-21
FEN XN GEL 30GM,80,1,"September, 2022",0,12,8.58,80,05-Apr-21
VELOZ-D CAP 10 S,155.75,1,"June, 2022",15.58,12,15.02,140.17,05-Apr-21
AUGMENTIN-625 DUO TAB 10 S,200.59,1,"April, 2022",20.06,12,19.34,180.53,05-Apr-21
SINAREST NEW TAB 10 S,55.73,1,"August, 2023",5.57,12,5.38,50.16,05-Apr-21
PREGNA CREAM 100GM,320,1,"June, 2022",32,18,43.94,288,05-Apr-21
GELUSIL MPS TAB,18.1,0.667,"June, 2022",1.21,12,1.16,10.86,05-Apr-21
NITROCONTIN 2.6MG 25 S,257,1,"September, 2022",25.7,12,24.78,231.3,05-Apr-21
TIDE 20 TABS 10 S,90.1,1,"August, 2022",9.01,12,8.68,81.09,05-Apr-21
ECOSPRIN-AV 75 CAP 15 S,50.15,1,"April, 2022",5.02,12,4.84,45.13,05-Apr-21
KETO-B CREAM 10GM,112,1,"October, 2022",11.2,12,10.8,100.8,05-Apr-21
SUSTEN SR 200 TAB 10 SBOX,415,1,"August, 2022",41.5,12,40.02,373.5,05-Apr-21
RAZEL F 10 FORTE 10 SA,224.5,1,"May, 2022",22.45,12,21.64,202.05,05-Apr-21
TELMA 40 TAB 30 S,220.75,1,"September, 2023",22.08,12,21.28,198.67,05-Apr-21
BETAVERT 24MG TAB 10 S,192,1,"February, 2022",19.2,12,18.52,172.8,05-Apr-21
TEMSAN H TAB 15 S,78.8,1,"January, 2022",7.88,12,7.6,70.92,05-Apr-21
ONDERO 5MG TAB,490,1,"January, 2022",49,12,47.26,441,05-Apr-21
GLYCOMET-GP-4 FORTE TAB10 S,103.45,1,"October, 2022",10.35,12,9.98,93.1,05-Apr-21
LIPAGLYN TAB,332.4,1,"August, 2022",33.24,12,32.06,299.16,05-Apr-21
GLYCOMET-GP-4 FORTE TAB10 S,103.45,2,"October, 2022",20.69,12,19.96,186.21,05-Apr-21
URILISER SYP 200ML,154.45,1,"September, 2022",15.45,12,14.9,139,05-Apr-21
E-PANTO 40 TAB,60.5,1,"April, 2022",0,12,6.48,60.5,05-Apr-21
MARLINE-E 400 SOFTGEL,95,1,"May, 2021",0,18,14.5,95,05-Apr-21
ADICAIN GEL 170ML,120,1,"June, 2021",0,12,12.86,120,05-Apr-21
FEBUNA -40 TAB,99,1,"June, 2021",0,12,10.6,99,05-Apr-21
